time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,objectives
00:00 ~ 00:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
01:00 ~ 01:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
02:00 ~ 02:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
03:00 ~ 03:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
04:00 ~ 04:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
05:00 ~ 05:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
06:00 ~ 06:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
07:00 ~ 07:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
08:00 ~ 08:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
09:00 ~ 09:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
10:00 ~ 10:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
11:00 ~ 11:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
12:00 ~ 12:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
13:00 ~ 13:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
14:00 ~ 14:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
15:00 ~ 15:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
16:00 ~ 16:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
17:00 ~ 17:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
18:00 ~ 18:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
19:00 ~ 19:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
20:00 ~ 20:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
21:00 ~ 21:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
22:00 ~ 22:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
23:00 ~ 23:59,0,0,15,Depot_Gimpo_Airport,15,Depot_Gimpo_Airport,0,0,0,0,47500
